"Date","Workout name","Exercise","Set","Weight","Reps","Distance","Duration","Measurement unit","Notes"
"2025-07-10 12:49:42","Legs","Seated Calf Raise Machine","2","30","12","","","kg",
"2025-07-10 12:49:42","Legs","Seated Calf Raise Machine","3","30","10","","","kg",
"2025-07-10 12:49:42","Legs","Seated Calf Raise Machine","1","50","17","","","kg",
"2025-07-10 12:49:42","Legs","Seated Calf Raise Machine","2","42.5","8","","","kg",
"2025-07-10 12:49:42","Legs","Seated Calf Raise Machine","3","35","11","","","kg",
"2025-07-10 12:49:42","Legs","Seated Calf Raise Machine","4","27.5","11","","","kg",
"2025-07-10 12:49:42","Legs","Seated Calf Raise Machine","5","20","11","","","kg",
"2025-07-10 12:49:42","Legs","Seated Calf Raise Machine","6","12.5","11","","","kg",
"2025-07-21 12:54:04","Back and biceps","Barbell Deadlifts","1","90","5","","","kg",
"2025-07-21 12:54:04","Back and biceps","Barbell Deadlifts","2","90","5","","","kg",
"2025-07-21 12:54:04","Back and biceps","Barbell Deadlifts","3","90","5","","","kg",
"2025-07-21 12:54:04","Back and biceps","Wide Grip Lat Pull Down","1","50","10","","","kg",
"2025-07-21 12:54:04","Back and biceps","Wide Grip Lat Pull Down","2","50","10","","","kg",
"2025-07-21 12:54:04","Back and biceps","Wide Grip Lat Pull Down","3","50","10","","","kg",
"2025-07-21 12:54:04","Back and biceps","One Arm Dumbbell Row","1","17.5","22","","","kg",
"2025-07-21 12:54:04","Back and biceps","One Arm Dumbbell Row","2","17.5","22","","","kg",
"2025-07-21 12:54:04","Back and biceps","One Arm Dumbbell Row","3","17.5","22","","","kg",
"2025-07-21 12:54:04","Back and biceps","Wide Grip Lat Pull Down","1","41","8","","","kg",
"2025-07-21 12:54:04","Back and biceps","Wide Grip Lat Pull Down","2","41","6","","","kg",
"2025-07-21 12:54:04","Back and biceps","Wide Grip Lat Pull Down","3","40","7","","","kg",
"2025-07-21 12:54:04","Back and biceps","Seated Cable Rows","1","50","14","","","kg",
"2025-07-21 12:54:04","Back and biceps","Seated Cable Rows","2","45","5","","","kg",
"2025-07-21 12:54:04","Back and biceps","Seated Cable Rows","3","41","6","","","kg",
"2025-07-21 12:54:04","Back and biceps","Seated Cable Rows","4","36","11","","","kg",
"2025-07-21 12:54:04","Back and biceps","Seated Cable Rows","5","32","15","","","kg",
"2025-07-21 12:54:04","Back and biceps","Seated Cable Rows","6","27","31","","","kg",
"2025-07-21 12:54:04","Back and biceps","Preacher Curl Machine","1","15","12","","","kg",
"2025-07-21 12:54:04","Back and biceps","Preacher Curl Machine","2","15","10","","","kg",
"2025-07-21 12:54:04","Back and biceps","Preacher Curl Machine","3","15","11","","","kg",
"2025-07-21 12:54:04","Back and biceps","Dumbbell Hammer Curls","1","7.5","18","","","kg",
"2025-07-21 12:54:04","Back and biceps","Dumbbell Hammer Curls","2","7.5","12","","","kg",
"2025-07-21 12:54:04","Back and biceps","Dumbbell Hammer Curls","3","7.5","10","","","kg",
"2025-07-21 12:54:04","Back and biceps","Seated Dumbbell Bicep Curls","1","25","7","","","kg",
"2025-07-21 12:54:04","Back and biceps","Seated Dumbbell Bicep Curls","2","20","9","","","kg",
"2025-07-21 12:54:04","Back and biceps","Seated Dumbbell Bicep Curls","3","15","9","","","kg",
"2025-07-21 12:54:04","Back and biceps","Seated Dumbbell Bicep Curls","4","10","17","","","kg",
"2025-07-21 12:54:04","Back and biceps","Seated Dumbbell Bicep Curls","5","5","20","","","kg",
